,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.7463919,0.7196903,0.7150975,0.71484077,0.7121587,0.7046346,0.70151633,0.69823706,0.69735986,0.6900134,0.68884873,0.6880063,0.683198,0.68118495,0.6810397
1,0.5561052,0.552402,0.52814174,0.52054846,0.52014357,0.5138864,0.50955945,0.5085486,0.5057966,0.5007159,0.50034916,0.4987713,0.4961255,0.48803213,0.48739296
2,0.8979807,0.89484984,0.89441913,0.89403826,0.8932356,0.89001244,0.889886,0.88896865,0.888483,0.88696927,0.8806659,0.8789756,0.87749916,0.8749683,0.8741228
3,0.8319701,0.8294026,0.82420176,0.8222041,0.8197093,0.81849116,0.8138594,0.8137493,0.81042546,0.80840033,0.80626214,0.80553,0.80446213,0.80127513,0.8012539
4,0.66476434,0.65518373,0.64811826,0.61403793,0.61143315,0.60164076,0.58763736,0.58174217,0.58071405,0.5743638,0.57380265,0.5707982,0.5681021,0.5668648,0.56447965
5,0.53114617,0.5246637,0.49842638,0.49384058,0.49275208,0.487014,0.47454748,0.45034224,0.4446915,0.4433406,0.44051534,0.43899837,0.43657088,0.43610638,0.43573043
6,0.34141824,0.32960483,0.31777254,0.3120686,0.30783582,0.30197138,0.28865805,0.27928936,0.27874744,0.27665982,0.27539384,0.26771495,0.26067355,0.25295848,0.2502394
7,0.509338,0.49603564,0.48771414,0.48753634,0.48136532,0.48090574,0.47994673,0.4755852,0.46933687,0.46902764,0.46900046,0.46590543,0.46419758,0.46141696,0.45255214
8,0.7364062,0.62368065,0.59587723,0.5933872,0.59229594,0.5899798,0.5852636,0.5844349,0.58426505,0.58414096,0.5818582,0.5806526,0.5803471,0.57164735,0.5673448
9,0.78324866,0.7661323,0.7536772,0.7508809,0.74538815,0.7441235,0.73547494,0.7353091,0.73430014,0.73212713,0.73112166,0.7273113,0.72715306,0.7264928,0.72642285
10,0.44437793,0.42495218,0.40808207,0.39833498,0.38745967,0.3867896,0.38603297,0.38494456,0.384248,0.38273692,0.37655658,0.3762092,0.37594038,0.37447158,0.3728129
11,0.5733986,0.55640996,0.5471036,0.5420402,0.5414769,0.54096407,0.54011554,0.53191686,0.5267997,0.5232008,0.519199,0.51350695,0.51285356,0.51178217,0.5102899
12,0.8596158,0.8523029,0.84790546,0.8469796,0.84270763,0.8424119,0.8392655,0.8377307,0.8375892,0.83394325,0.83296084,0.832616,0.82938224,0.8284567,0.8198914
13,0.7313128,0.7235574,0.71601975,0.7091762,0.7041164,0.69504035,0.69097054,0.68998367,0.68811643,0.67444277,0.6731581,0.67082083,0.66883194,0.66785866,0.6658217
14,0.78512895,0.75777817,0.74629605,0.7403259,0.72057337,0.71326727,0.70862716,0.69865483,0.6984978,0.6955807,0.69459647,0.6923233,0.692207,0.691154,0.6908981
15,0.83084625,0.82122576,0.76007617,0.75601184,0.75562495,0.7516955,0.75059605,0.74764085,0.7442431,0.7393289,0.73887324,0.73870564,0.7306779,0.7266123,0.72142524
16,0.6501808,0.64063543,0.63565964,0.6318964,0.6303868,0.62652534,0.61859304,0.61767286,0.6170016,0.61597604,0.6156685,0.6149587,0.6118197,0.61081356,0.60845363
17,0.689068,0.68524295,0.6805407,0.67996067,0.6731451,0.65785325,0.6570866,0.6522516,0.6495416,0.64850074,0.64316815,0.63694525,0.63624346,0.6348146,0.6347443
18,0.45476267,0.41149136,0.3952435,0.39461827,0.39290673,0.3922307,0.38607126,0.38425294,0.38268816,0.376851,0.36735484,0.35922617,0.35643166,0.35372442,0.35300812
19,0.6913313,0.691191,0.6816533,0.67841244,0.66356844,0.638524,0.63434803,0.63291335,0.63286495,0.628628,0.6263088,0.6262954,0.62592924,0.6219315,0.61885583
20,0.8065391,0.79320383,0.7902292,0.7740746,0.77140087,0.771386,0.76658255,0.7655528,0.76521605,0.76513654,0.76503843,0.76390433,0.76135474,0.7604921,0.7595593
21,0.5388421,0.4861293,0.46843842,0.46771294,0.45415485,0.45351228,0.44520956,0.43512076,0.432764,0.43097603,0.4164626,0.41498023,0.41495806,0.41370106,0.41299567
22,0.5517262,0.54499984,0.54045665,0.5339925,0.52448446,0.5232066,0.51374626,0.5110527,0.49858242,0.49719465,0.4954754,0.49463746,0.4890124,0.48880407,0.48680827
