,0,1,2,3,4,5,6,7,8,9,10,11
0,0.13333334,0.46666667,0.0,0.0,0.13333334,0.06666667,0.0,0.2,0.2857143,0.15384616,1.5929061,1.065499
1,0.29411766,0.29411766,0.1764706,0.0,0.0,0.11764706,0.0,0.0,1.0,0.41666666,1.8277293,1.081777
2,0.18181819,0.59090906,0.045454547,0.022727273,0.09090909,0.0,0.0,0.09090909,0.30769232,0.22222222,1.6603446,1.3165042
3,0.33333334,0.5,0.0,0.0,0.0,0.16666667,0.0,0.0,0.6666667,0.5,1.7420981,1.314038
4,0.11111111,0.5555556,0.0,0.0,0.0,0.22222222,0.0,0.11111111,0.2,0.125,2.0,1.2777778
5,0.11764706,0.64705884,0.0,0.0,0.0,0.05882353,0.0,0.1764706,0.18181819,0.13333334,1.5597047,1.290806
6,0.0,0.6666667,0.11111111,0.0,0.0,0.11111111,0.0,0.11111111,0.0,0.0,2.0,1.5965633
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.25,2.0,1.2
9,0.15789473,0.47368422,0.0,0.05263158,0.0,0.05263158,0.0,0.05263158,0.33333334,0.1875,1.6666666,1.1636934
10,0.33333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.33333334
11,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,1.2277293
12,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.0,1.6
13,0.3478261,0.47826087,0.0,0.04347826,0.0,0.04347826,0.0,0.04347826,0.72727275,0.53333336,1.7372139,1.2979981
14,0.30769232,0.42307693,0.07692308,0.03846154,0.0,0.15384616,0.0,0.0,0.72727275,0.44444445,1.6846565,1.2205191
15,0.11111111,0.33333334,0.11111111,0.0,0.0,0.0,0.0,0.44444445,0.33333334,0.125,2.0,0.941809
16,0.22727273,0.45454547,0.045454547,0.0,0.0,0.18181819,0.0,0.09090909,0.5,0.29411766,1.939794,1.27607
17,0.42857143,0.5714286,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,2.0,1.5714285
18,0.3478261,0.47826087,0.04347826,0.0,0.0,0.08695652,0.0,0.04347826,0.72727275,0.53333336,1.6122619,1.2907425
19,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.14285715,0.11111111,1.6946795,1.359176
20,0.14285715,0.66071427,0.0,0.0,0.0,0.071428575,0.0,0.05357143,0.21621622,0.16666667,1.5403192,1.2712541
21,0.13157895,0.65789473,0.078947365,0.0,0.0,0.10526316,0.0,0.0,0.2,0.15151516,1.6489565,1.3714688
22,0.21153846,0.65384614,0.01923077,0.01923077,0.03846154,0.03846154,0.0,0.0,0.32352942,0.2682927,1.442669,1.28271
23,0.27659574,0.5319149,0.0,0.0,0.0,0.06382979,0.0,0.06382979,0.52,0.38235295,1.5670438,1.2300981
24,0.07692308,0.5641026,0.102564104,0.0,0.0,0.17948718,0.025641026,0.025641026,0.13636364,0.083333336,1.6507437,1.1882054
25,0.024390243,0.58536583,0.09756097,0.024390243,0.048780486,0.07317073,0.0,0.048780486,0.041666668,0.025,1.6591232,1.16412
26,0.3478261,0.5652174,0.02173913,0.0,0.0,0.04347826,0.0,0.02173913,0.61538464,0.53333336,1.5396122,1.3250623
27,0.15555556,0.62222224,0.044444446,0.022222223,0.11111111,0.044444446,0.0,0.06666667,0.25,0.18421052,1.5905128,1.3004292
28,0.2,0.575,0.075,0.025,0.05,0.075,0.0,0.025,0.3478261,0.25,1.6706649,1.321923
29,0.14705883,0.7352941,0.029411765,0.0,0.05882353,0.0882353,0.0,0.0,0.2,0.1724138,1.6271701,1.4575692
30,0.083333336,0.5,0.083333336,0.0,0.0,0.083333336,0.0,0.25,0.16666667,0.09090909,1.7420981,1.1377237
31,0.13333334,0.36666667,0.06666667,0.0,0.0,0.23333333,0.033333335,0.06666667,0.36363637,0.15384616,1.8948855,0.99911743
32,0.35714287,0.35714287,0.0,0.0,0.0,0.21428572,0.0,0.0,1.0,0.5555556,1.6554588,1.1320146
33,0.30769232,0.61538464,0.07692308,0.0,0.0,0.0,0.0,0.0,0.5,0.44444445,1.9166666,1.5738095
34,0.25,0.5833333,0.0,0.0,0.083333336,0.041666668,0.0,0.041666668,0.42857143,0.33333334,1.8123932,1.4197551
35,0.3125,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.5555556,0.45454547,1.7195867,1.40625
36,0.34146342,0.5365854,0.024390243,0.0,0.0,0.048780486,0.024390243,0.024390243,0.6363636,0.5185185,1.6992098,1.3567172
37,0.12,0.52,0.04,0.0,0.0,0.08,0.0,0.08,0.23076923,0.13636364,1.7921245,1.22714
38,0.31034482,0.44827586,0.03448276,0.03448276,0.0,0.10344828,0.0,0.06896552,0.6923077,0.45,1.6673992,1.2381017
39,0.3043478,0.5217391,0.0,0.0,0.0,0.04347826,0.0,0.04347826,0.5833333,0.4375,1.814038,1.367955
40,0.31034482,0.44827586,0.0,0.0,0.0,0.10344828,0.03448276,0.10344828,0.6923077,0.45,1.7505494,1.2236084
41,0.3611111,0.3611111,0.0,0.0,0.0,0.11111111,0.0,0.027777778,1.0,0.5652174,1.7089742,1.0966581
42,0.28,0.52,0.04,0.0,0.08,0.04,0.0,0.04,0.53846157,0.3888889,1.5944396,1.2830437
43,0.25,0.5625,0.09375,0.03125,0.0625,0.0,0.0,0.0,0.44444445,0.33333334,1.5688101,1.2977217
44,0.1923077,0.61538464,0.0,0.0,0.0,0.07692308,0.0,0.0,0.3125,0.23809524,1.6833646,1.3545718
45,0.23529412,0.7647059,0.0,0.0,0.0,0.0,0.0,0.0,0.30769232,0.30769232,1.7921245,1.6207938
46,0.11111111,0.5555556,0.11111111,0.0,0.0,0.0,0.0,0.0,0.2,0.125,2.0,1.3743411
47,0.13333334,0.6,0.13333334,0.0,0.0,0.0,0.0,0.06666667,0.22222222,0.15384616,1.6230234,1.3482245
48,0.1,0.5,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.11111111,1.6554588,1.1364516
49,0.3125,0.5,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.625,0.45454547,1.8333334,1.40625
50,0.2857143,0.71428573,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.8277293,1.6125122
51,0.2,0.76,0.04,0.0,0.08,0.0,0.0,0.0,0.2631579,0.25,1.4503261,1.3778647
