,0,1,2,3,4,5,6,7,8,9,10,11
0,0.114285715,0.51428574,0.028571429,0.0,0.08571429,0.028571429,0.0,0.08571429,0.22222222,0.12903225,1.3800938,1.0154754
1,0.1826923,0.6826923,0.03846154,0.009615385,0.067307696,0.0,0.0,0.03846154,0.26760563,0.22352941,1.4232615,1.2608465
2,0.2244898,0.6632653,0.05102041,0.020408163,0.05102041,0.010204081,0.0,0.020408163,0.33846155,0.28947368,1.3241526,1.2020646
3,0.375,0.40625,0.03125,0.0,0.0,0.0625,0.0,0.125,0.9230769,0.6,1.6203225,1.1951598
4,0.1388889,0.5833333,0.055555556,0.027777778,0.055555556,0.055555556,0.0,0.1388889,0.23809524,0.16129032,1.6420205,1.2747864
5,0.24242425,0.54545456,0.0,0.060606062,0.121212125,0.030303031,0.0,0.09090909,0.44444445,0.32,1.520375,1.2474362
6,0.27586207,0.62068963,0.0,0.0,0.06896552,0.06896552,0.0,0.03448276,0.44444445,0.3809524,1.6854508,1.4051572
7,0.1,0.65,0.0,0.05,0.2,0.0,0.0,0.2,0.15384616,0.11111111,1.7764323,1.4330264
8,0.33333334,0.33333334,0.04761905,0.04761905,0.0,0.0,0.0,0.1904762,1.0,0.5,1.8982265,1.1641023
9,0.077586204,0.23275863,0.0,0.0,0.01724138,0.0,0.0,0.37931034,0.33333334,0.08411215,1.7213438,0.5520407
10,0.18181819,0.6363636,0.09090909,0.09090909,0.0,0.0,0.0,0.0,0.2857143,0.22222222,2.0,1.5838064
11,0.15384616,0.30769232,0.07692308,0.03846154,0.07692308,0.07692308,0.0,0.30769232,0.5,0.18181819,1.75,0.9083137
12,0.22727273,0.6363636,0.0,0.0,0.0,0.0,0.0,0.13636364,0.35714287,0.29411766,1.8874359,1.5267401
13,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.3,1.3333334,0.6666667,2.0,1.0966576
14,0.14814815,0.6111111,0.074074075,0.0,0.11111111,0.055555556,0.0,0.037037037,0.24242425,0.17391305,1.48314,1.2014004
15,0.1971831,0.52112675,0.16901408,0.0,0.028169014,0.08450704,0.014084507,0.0,0.3783784,0.24561404,1.6380051,1.2032527
16,0.3030303,0.57575756,0.030303031,0.0,0.121212125,0.0,0.0,0.09090909,0.5263158,0.4347826,1.7676281,1.3647858
17,0.3372093,0.4883721,0.058139537,0.034883723,0.023255814,0.011627907,0.0,0.058139537,0.6904762,0.50877196,1.5313483,1.2100983
18,0.16216215,0.5135135,0.13513513,0.027027028,0.08108108,0.0,0.0,0.10810811,0.31578946,0.19354838,1.5011232,1.1333096
