,0,1,2,3,4,5,6,7,8,9,10,11
0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.16666667,1.0,0.33333334,2.0,0.8894715
1,0.071428575,0.71428573,0.071428575,0.035714287,0.0,0.071428575,0.0,0.0,0.1,0.07692308,1.6817418,1.439264
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2777778,0.6111111,0.055555556,0.0,0.0,0.0,0.0,0.0,0.45454547,0.3846154,1.7173764,1.4678247
4,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8
5,0.42857143,0.42857143,0.0,0.0,0.0,0.0,0.0,0.14285715,1.0,0.75,2.0,1.4285715
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.09090909,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.819382,1.6605101
8,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.6666667,2.0,1.6
9,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4831882,1.375
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
11,0.13333334,0.53333336,0.0,0.06666667,0.0,0.06666667,0.0,0.06666667,0.25,0.15384616,2.0,1.3968223
12,0.23809524,0.6666667,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.35714287,0.3125,1.7373505,1.5148865
13,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.1,0.6,0.42857143,1.8277293,1.379588
14,0.14285715,0.71428573,0.04761905,0.04761905,0.0,0.0,0.0,0.04761905,0.2,0.16666667,1.7952336,1.5625056
15,0.33333334,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,0.5,0.0,0.33333334
16,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,2.0,1.5
17,0.16666667,0.5833333,0.16666667,0.083333336,0.0,0.0,0.0,0.0,0.2857143,0.2,2.0,1.4728048
18,0.3,0.53333336,0.033333335,0.0,0.0,0.0,0.0,0.0,0.5625,0.42857143,1.8125,1.39747
19,0.11904762,0.71428573,0.14285715,0.0,0.0,0.0,0.0,0.0,0.16666667,0.13513513,1.4845731,1.3107836
20,0.14893617,0.70212764,0.10638298,0.0,0.0,0.0,0.0,0.0,0.21212122,0.175,1.588326,1.3874981
21,0.1588785,0.71028036,0.07476635,0.009345794,0.018691588,0.046728972,0.0,0.0,0.2236842,0.18888889,1.4468514,1.2905079
22,0.071428575,0.60714287,0.10714286,0.0,0.0,0.10714286,0.0,0.0,0.11764706,0.07692308,1.5861825,1.242972
23,0.4375,0.3125,0.0625,0.0625,0.0,0.0,0.0,0.0,1.4,0.7777778,2.0,1.25
24,0.28,0.6,0.04,0.0,0.08,0.0,0.0,0.08,0.46666667,0.3888889,1.585951,1.3737686
25,0.14814815,0.7407407,0.037037037,0.037037037,0.0,0.037037037,0.0,0.0,0.2,0.17391305,1.7686218,1.5693771
26,0.09375,0.5625,0.09375,0.125,0.0,0.0,0.0,0.03125,0.16666667,0.10344828,1.5967865,1.2005241
27,0.25,0.60714287,0.035714287,0.035714287,0.0,0.0,0.0,0.071428575,0.4117647,0.33333334,1.6508021,1.3971621
28,0.21875,0.53125,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.4117647,0.28,1.6833934,1.29375
29,0.23076923,0.64102566,0.0,0.07692308,0.051282052,0.025641026,0.0,0.0,0.36,0.3,1.7565415,1.4711356
30,0.18181819,0.6909091,0.054545455,0.036363635,0.0,0.018181818,0.0,0.018181818,0.2631579,0.22222222,1.604386,1.3999945
31,0.0,0.6666667,0.11111111,0.11111111,0.0,0.11111111,0.0,0.0,0.0,0.0,1.871049,1.52646
32,0.2857143,0.5714286,0.035714287,0.0,0.0,0.035714287,0.0,0.0,0.5,0.4,1.78125,1.4320967
33,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.5,1.4554588
34,0.06666667,0.8,0.0,0.0,0.0,0.06666667,0.0,0.06666667,0.083333336,0.071428575,1.7675475,1.528567
35,0.375,0.5,0.0,0.0,0.0,0.0,0.0625,0.0625,0.75,0.6,1.8018796,1.3944548
36,0.2857143,0.5714286,0.0,0.0,0.0,0.0,0.0,0.14285715,0.5,0.4,1.75,1.469655
37,0.33333334,0.52380955,0.04761905,0.0,0.0,0.0,0.04761905,0.04761905,0.6363636,0.5,1.7372139,1.3937123
38,0.1875,0.5625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.33333334,0.23076923,1.7896901,1.3944548
39,0.3809524,0.42857143,0.0,0.0952381,0.0,0.04761905,0.0,0.04761905,0.8888889,0.61538464,2.0,1.3852056
40,0.23809524,0.47619048,0.0,0.0,0.0,0.04761905,0.0,0.0,0.5,0.3125,1.7364516,1.2131265
41,0.14285715,0.5714286,0.0952381,0.14285715,0.0,0.04761905,0.0,0.0,0.25,0.16666667,1.657019,1.2855991
