,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.6109704,0.5980194,0.55893207,0.5495737,0.54889107,0.5485443,0.53467196,0.5335588,0.5298248,0.5288829,0.5275936,0.5269318,0.52639246,0.52538365,0.5233105
1,0.66399765,0.66231316,0.6495393,0.6439853,0.6438751,0.6322174,0.62453556,0.6214932,0.6177142,0.61688143,0.61663854,0.61581933,0.61539555,0.61083245,0.6059303
2,0.7144267,0.67438096,0.6642089,0.65653455,0.63148856,0.6219023,0.61753345,0.6172839,0.61667335,0.6158962,0.6041573,0.6020831,0.59863514,0.5856678,0.58402973
3,0.47086588,0.46413442,0.4639591,0.46061778,0.45951673,0.44677514,0.44509095,0.4405286,0.43695962,0.43417978,0.43402165,0.43124717,0.4305981,0.43021917,0.42837206
4,0.727354,0.6732959,0.6704295,0.6617995,0.6241606,0.60361737,0.5998857,0.59327126,0.5914013,0.5869137,0.5819051,0.57843465,0.57822603,0.5777874,0.5776271
5,0.4763631,0.40772623,0.398709,0.38960606,0.3633576,0.3621956,0.35912675,0.3581094,0.35778126,0.35540634,0.3429217,0.34015208,0.340078,0.33596677,0.33501726
6,0.5234758,0.5156031,0.47841623,0.4750838,0.47497705,0.46878573,0.4668119,0.46635762,0.46440354,0.46334562,0.4610654,0.4608524,0.4595709,0.45791015,0.45686844
7,0.73746204,0.71909535,0.71469134,0.71239305,0.70776814,0.70659757,0.7046189,0.7014047,0.68731016,0.6792157,0.67299753,0.6694045,0.66682816,0.666129,0.6586647
8,0.76218146,0.7355134,0.72877717,0.7266314,0.7230053,0.7207959,0.715998,0.71472895,0.7122039,0.7057939,0.70494515,0.70474625,0.6998687,0.6993311,0.69596016
9,0.7508941,0.71002173,0.6893391,0.63859546,0.6375302,0.5656381,0.54529035,0.5428858,0.5383227,0.48205215,0.44453463,0.37771115,0.37427154,0.35965374,0.33604178
10,0.71914953,0.69290286,0.69253707,0.6347481,0.6336549,0.62454385,0.62276495,0.61925006,0.61648554,0.6067333,0.5967487,0.5958626,0.5946688,0.58727497,0.5738278
11,0.5470309,0.3776074,0.34276494,0.33271268,0.32806277,0.32066956,0.31063163,0.30752048,0.2999269,0.29862636,0.29619575,0.29342616,0.28536323,0.28378356,0.2783032
12,0.68385416,0.66209817,0.6458917,0.64540535,0.63867027,0.6194539,0.6182437,0.6157302,0.60813093,0.5858595,0.585215,0.58324903,0.5792889,0.5754952,0.5750917
13,0.76328874,0.74968195,0.74141085,0.73466855,0.732734,0.7291939,0.72637206,0.7065244,0.6954757,0.69257724,0.6898236,0.68831635,0.68621826,0.68573844,0.68538773
14,0.7828586,0.7233739,0.71638316,0.7144336,0.6894366,0.68780315,0.66425073,0.65252787,0.64849263,0.6349479,0.6248716,0.6204974,0.6045512,0.59736377,0.5907493
15,0.6103772,0.60553044,0.5946622,0.5913188,0.5891937,0.5889482,0.5836385,0.5828273,0.5828262,0.5817047,0.5795089,0.57869637,0.5756001,0.57490706,0.5741694
16,0.61193436,0.5967566,0.59115434,0.5818202,0.58051854,0.5789608,0.5224106,0.5034595,0.49329907,0.4873583,0.48722455,0.48388675,0.482426,0.47782904,0.4767631
17,0.53534466,0.46441665,0.442327,0.44123834,0.43519974,0.42929327,0.41873026,0.41754454,0.41419935,0.4132109,0.40680486,0.40602452,0.40540588,0.4034837,0.4034777
18,0.71251374,0.698203,0.6959332,0.6952695,0.69422597,0.6915667,0.6855687,0.68308,0.6830374,0.6826845,0.6815434,0.678465,0.6750172,0.66989636,0.66828364
19,0.679185,0.6567548,0.6415801,0.63035226,0.6299356,0.6276027,0.62013775,0.6191079,0.6178282,0.6171876,0.6156545,0.6134005,0.6124749,0.6116691,0.61134005
20,0.7579401,0.7294078,0.7000217,0.699031,0.6735358,0.6719088,0.66239154,0.6547948,0.6409113,0.63429224,0.62968993,0.6289777,0.6284673,0.6278509,0.6223526
21,0.46299115,0.43152758,0.43071702,0.42694098,0.42100042,0.40818775,0.38681382,0.38678902,0.38256592,0.38141862,0.37970376,0.3772649,0.3765248,0.37399477,0.36656046
22,0.6508779,0.6127541,0.5684943,0.5661641,0.5581789,0.558145,0.5534132,0.54833215,0.5465757,0.54574984,0.5342003,0.53210866,0.52751225,0.5262823,0.52508885
23,0.59104425,0.58572435,0.5639076,0.5623456,0.5615593,0.5590436,0.55749243,0.55616045,0.5542956,0.5503129,0.54907984,0.54413486,0.5437014,0.5433183,0.5420925
24,0.30724657,0.29055962,0.2815025,0.280969,0.27786618,0.27599257,0.27397358,0.26951307,0.26717755,0.26669532,0.26641905,0.2630669,0.2627975,0.26104993,0.25900936
25,0.45554176,0.45148885,0.4486079,0.4262995,0.42214102,0.4219339,0.42166162,0.42019454,0.41781944,0.41603062,0.4138637,0.4093229,0.4091392,0.4074796,0.40654758
26,0.8041046,0.801813,0.80076027,0.80050546,0.79541326,0.79377776,0.77413964,0.7730225,0.7617638,0.7615055,0.7592831,0.7578276,0.754464,0.75342673,0.75284666
27,0.57292134,0.57050186,0.5696031,0.56422585,0.55199134,0.550562,0.54934704,0.54774565,0.54201233,0.5404779,0.5404753,0.5403275,0.5376164,0.5356992,0.5350091
28,0.80839396,0.80668217,0.80281496,0.8018352,0.79541326,0.7885078,0.7813463,0.7807066,0.76964164,0.76453894,0.7606004,0.75485545,0.7542254,0.75269043,0.751925
29,0.8066822,0.80076027,0.7579401,0.7333223,0.72187465,0.7169592,0.7081511,0.70775354,0.7015238,0.69604445,0.69024616,0.68939555,0.6889495,0.6834285,0.68336076
30,0.8034732,0.8005279,0.7695272,0.74762005,0.72461456,0.72049135,0.71172583,0.7079865,0.706947,0.70286155,0.6962136,0.6952941,0.69378686,0.6866926,0.68488586
31,0.7844517,0.7829616,0.7784634,0.7678146,0.7624438,0.7460232,0.74159944,0.7347321,0.72519475,0.7238493,0.7171209,0.7124249,0.7073342,0.7011373,0.69869787
32,0.44791272,0.40894476,0.40101546,0.4007387,0.39959428,0.39843684,0.39661136,0.3947837,0.39237905,0.39015773,0.38895774,0.38872528,0.38840252,0.3878368,0.38759735
33,0.36991847,0.35709637,0.34293705,0.33913285,0.33351135,0.3311682,0.32985303,0.32811835,0.32795578,0.326644,0.32128543,0.32087675,0.31938288,0.31746745,0.3164434
34,0.70521116,0.69023734,0.669698,0.6483764,0.6418635,0.63560426,0.6348287,0.6298487,0.62929225,0.61983615,0.6195351,0.6165146,0.6142572,0.61216354,0.6108952
35,0.66379154,0.66070765,0.59262747,0.5838388,0.5816278,0.5807545,0.5766325,0.5434245,0.5388377,0.5311858,0.5306697,0.5304804,0.52950037,0.5267658,0.5238392
36,0.38999256,0.3891046,0.38380954,0.37108472,0.36757588,0.36513108,0.36266446,0.36193818,0.36143947,0.35959587,0.3542401,0.35376236,0.34951216,0.34920606,0.34792218
37,0.54530483,0.5258059,0.52579606,0.52170557,0.51922363,0.51677114,0.5163127,0.51182234,0.4973349,0.48762324,0.4856056,0.48340622,0.48174784,0.48006496,0.47884455
38,0.6949219,0.6150626,0.60877144,0.5892574,0.5837912,0.5741517,0.57250994,0.5560272,0.54398686,0.5313147,0.5260373,0.52306557,0.50644225,0.50417733,0.50138223
39,0.60580105,0.56268823,0.5519516,0.5373897,0.5308806,0.5264722,0.5233249,0.5203356,0.50969523,0.5057242,0.50283027,0.501872,0.501644,0.49126142,0.48675194
40,0.60580105,0.37697536,0.3567228,0.3471642,0.3467309,0.34648082,0.34080067,0.33891663,0.3287942,0.32596907,0.32066178,0.31944555,0.3164879,0.31319204,0.31187773
41,0.4058007,0.38268122,0.37134987,0.36077347,0.33920747,0.3205928,0.31751317,0.3167528,0.31034893,0.30350947,0.3006581,0.29972616,0.2991009,0.29830492,0.2967465
42,0.42458147,0.39853704,0.36565134,0.3655173,0.36224252,0.36025771,0.35775337,0.35758162,0.3573163,0.3561681,0.35274756,0.35155874,0.3479023,0.3475122,0.3450377
43,0.57395184,0.54120255,0.5357075,0.52111256,0.5163928,0.5161829,0.5142897,0.5136334,0.5104661,0.50535434,0.5048561,0.5044793,0.50191754,0.5019159,0.49966586
