,0,1,2,3,4,5,6,7,8,9,10,11
0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.25,2.0,1.3568636
1,0.16666667,0.5,0.083333336,0.0,0.0,0.0,0.0,0.083333336,0.33333334,0.2,1.7420981,1.2964906
2,0.2820513,0.5897436,0.051282052,0.025641026,0.0,0.025641026,0.0,0.0,0.47826087,0.39285713,1.7043991,1.3980702
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
4,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.33333334,2.0,1.25
5,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2.0,1.6666666
6,0.16666667,0.75,0.0,0.0,0.0,0.083333336,0.0,0.0,0.22222222,0.2,1.5793802,1.471057
7,0.0,0.6666667,0.11111111,0.0,0.0,0.11111111,0.0,0.11111111,0.0,0.0,1.7420981,1.4563568
8,0.0,0.75,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,1.7420981,1.5
9,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15563907
10,0.23076923,0.53846157,0.0,0.0,0.0,0.07692308,0.0,0.07692308,0.42857143,0.3,1.8982265,1.398044
11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.25,0.0,0.3904363
13,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.75,1.4166666
14,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.6666667,2.0,1.5
15,0.14285715,0.52380955,0.0,0.04761905,0.0,0.14285715,0.0,0.04761905,0.27272728,0.16666667,1.7173764,1.2390628
16,0.25,0.3,0.0,0.05,0.0,0.25,0.05,0.0,0.8333333,0.33333334,2.0,1.0223461
17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.29411766,0.5882353,0.0,0.0,0.0,0.0,0.0,0.11764706,0.5,0.41666666,1.7364516,1.4334595
19,0.44444445,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.0,1.5555556
20,0.5882353,0.4117647,0.0,0.0,0.0,0.0,0.0,0.0,1.4285715,1.4285715,1.6562657,1.3145537
21,0.2857143,0.71428573,0.0,0.0,0.2857143,0.0,0.0,0.0,0.4,0.4,1.4831882,1.4089652
22,0.14705883,0.44117647,0.029411765,0.0,0.05882353,0.1764706,0.0,0.0,0.33333334,0.1724138,1.7353432,1.0734011
23,0.055555556,0.4722222,0.055555556,0.027777778,0.055555556,0.30555555,0.0,0.027777778,0.11764706,0.05882353,1.6904484,1.0447088
24,0.25,0.47619048,0.011904762,0.04761905,0.0,0.1904762,0.0,0.0,0.525,0.33333334,1.5443676,1.1341467
25,0.24210526,0.58947366,0.031578947,0.0,0.031578947,0.1368421,0.0,0.0,0.4107143,0.31944445,1.4952369,1.2417682
26,0.27272728,0.5090909,0.0,0.036363635,0.0,0.036363635,0.0,0.018181818,0.53571427,0.375,1.4836054,1.1734383
27,0.3125,0.53125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.5882353,0.45454547,1.6616659,1.3420959
28,0.13793103,0.44827586,0.10344828,0.0,0.0,0.27586207,0.0,0.03448276,0.30769232,0.16,1.6673992,1.0984483
29,0.25,0.45,0.0,0.05,0.0,0.15,0.0,0.05,0.5555556,0.33333334,1.9298967,1.2925513
30,0.2,0.6,0.0,0.0,0.0,0.13333334,0.0,0.033333335,0.33333334,0.25,1.6701927,1.3264754
31,0.24,0.52,0.08,0.0,0.0,0.04,0.0,0.04,0.46153846,0.31578946,1.7348571,1.3240001
32,0.26086956,0.47826087,0.04347826,0.0,0.0,0.2173913,0.0,0.0,0.54545456,0.3529412,1.7699336,1.282527
33,0.14634146,0.6097561,0.07317073,0.024390243,0.0,0.12195122,0.0,0.024390243,0.24,0.17142858,1.5907731,1.2864398
